EGID,GDEKT,GGDENR,GGDENAME,EGRID,LGBKR,LPARZ,LPARZSX,LTYP,GEBNR,GBEZ,GKODE,GKODN,GKSCE,GSTAT,GKAT,GKLAS,GBAUJ,GBAUM,GBAUP,GABBJ,GAREA,GVOL,GVOLNORM,GVOLSCE,GASTW,GANZWHG,GAZZI,GSCHUTZR,GEBF,GWAERZH1,GENH1,GWAERSCEH1,GWAERDATH1,GWAERZH2,GENH2,GWAERSCEH2,GWAERDATH2,GWAERZW1,GENW1,GWAERSCEW1,GWAERDATW1,GWAERZW2,GENW2,GWAERSCEW2,GWAERDATW2,GEXPDAT
210241706,ZH,4,Hausen am Albis,CH607733884026,0,2381,,,n.n,,2683497.998,1232214.742,901,1004,1060,1271,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241707,ZH,4,Hausen am Albis,CH794077733315,0,1177,,,n.n,,2685539.95,1230533.771,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241708,ZH,4,Hausen am Albis,CH513376407714,0,2077,,,n.n,,2683082.5,1233124.538,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241709,ZH,4,Hausen am Albis,CH734077338584,0,3149,,,n.n,,2684095.778,1231145.842,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241710,ZH,4,Hausen am Albis,CH543340779860,0,3620,,,n.n,,2681926.023,1233874.381,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241711,ZH,4,Hausen am Albis,CH634077339808,0,3634,,,n.n,,2681244.351,1234758.422,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210241712,ZH,4,Hausen am Albis,CH888740337775,0,2125,,,n.n,,2683138.33,1233064.53,901,1004,1060,1274,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210294952,ZH,4,Hausen am Albis,CH467777468965,0,3821,,,2305,Tiefgarage,2682502.864,1233610.925,901,1004,1060,1242,,,,,1888,,,,,,,0,,7400,7500,859,2024-01-03,7400,7500,859,2024-01-03,7600,7500,859,2024-01-03,7600,7500,859,2024-01-03,2025-10-18
2229,ZH,4,Hausen am Albis,,0,1546,,,,,2686047.868,1230267.591,909,1007,1020,1110,,,8011,1999,,,,,2,1,,,,7430,7530,869,2001-11-29,,,,,7650,7560,869,2001-11-29,,,,,2025-10-18
191976453,ZH,5,Hedingen,CH227787625661,0,2651,,,,Haus A,2676397,1239301,904,1003,1020,1122,,,,,418,4641,961,869,3,14,14,1,1202,7410,7511,869,2023-06-13,7400,7500,869,2023-06-13,7610,7511,869,2023-06-13,7600,7500,869,2023-06-13,2025-10-18
191976454,ZH,5,Hedingen,CH227787625661,0,2651,,,,Haus B,2676397,1239307,904,1003,1020,1122,,,,,418,4930,962,869,3,14,,1,1202,7410,7511,869,2023-06-13,7400,7500,869,2023-06-13,7610,7511,869,2023-06-13,7600,7500,869,2023-06-13,2025-10-18
191997158,ZH,5,Hedingen,CH107756816285,0,2221,,,1332,,2675915.779,1239155.148,901,1003,1060,1251,,,,,360,3726,969,869,1,,,0,,7400,7500,869,2021-03-30,7400,7500,860,2021-03-30,7600,7500,869,2021-03-30,7600,7500,860,2021-03-30,2025-10-18
191999888,ZH,5,Hedingen,CH827784625678,0,2640,,,370,Frohmoos,2677298.16,1239450.589,901,1003,1060,1271,,,,,288,1090,962,859,2,,,0,,7400,7500,860,2022-11-09,7400,7500,860,2022-11-09,7600,7500,860,2022-11-09,7600,7500,860,2022-11-09,2025-10-18
192000408,ZH,5,Hedingen,CH867762567845,0,144,,,,,2676760,1239225,904,1008,1020,1110,,,,,118,900,961,857,3,1,,0,118,7411,7511,869,2022-11-16,7400,7500,860,2022-11-16,7610,7511,869,2022-11-16,7600,7500,860,2022-11-16,2025-10-18
192000412,ZH,5,Hedingen,CH867762567845,0,144,,,,,2676760,1239225,904,1008,1020,1110,,,,,108,900,961,857,2,1,,0,108,7411,7511,869,2022-11-16,7400,7500,860,2022-11-16,7610,7511,869,2022-11-16,7600,7500,860,2022-11-16,2025-10-18
192026284,ZH,5,Hedingen,CH927787625617,0,1351,,,1354,,2676165.465,1239074.56,901,1003,1020,1122,,,,,248,1709,969,869,4,7,,0,200,7460,7581,857,2023-08-17,7400,7500,857,2023-08-17,7660,7581,857,2023-08-17,7600,7500,857,2023-08-17,2025-10-18
192026285,ZH,5,Hedingen,CH927787625617,0,1351,,,1353,,2676174.354,1239051.867,901,1003,1020,1122,,,,,195,1709,969,869,3,3,,0,200,7460,7581,857,2023-08-17,7400,7500,857,2023-08-17,7660,7581,857,2023-08-17,7600,7500,857,2023-08-17,2025-10-18
192026780,ZH,5,Hedingen,CH607756876291,0,1875,,,,Haus Links,2676618,1238613,904,1002,1020,1122,,,,,187,1620,961,857,3,4,,0,187,7410,7501,869,2023-08-07,7400,7500,860,2023-08-07,7610,7501,869,2023-08-07,7600,7500,860,2023-08-07,2025-10-18
192026781,ZH,5,Hedingen,CH607756876291,0,1875,,,,Haus rechts,2676618,1238613,904,1002,1020,1122,,,,,158,1410,961,857,3,4,,0,158,7410,7501,869,2023-08-07,7400,7500,860,2023-08-07,7610,7501,869,2023-08-07,7600,7500,860,2023-08-07,2025-10-18
192026926,ZH,5,Hedingen,CH267762567954,0,390,,,,,2676122,1238524,904,1008,1020,1110,,,,,108,420,961,869,3,1,,0,200,7410,7501,857,2023-08-17,7400,7500,857,2023-08-17,7610,7501,857,2023-08-17,7600,7500,857,2023-08-17,2025-10-18
192026927,ZH,5,Hedingen,CH267762567954,0,390,,,,,2676122,1238524,904,1008,1020,1110,,,,,113,450,961,869,3,1,,0,,7400,7500,869,2023-08-17,7400,7500,869,2023-08-17,7600,7500,869,2023-08-17,7600,7500,869,2023-08-17,2025-10-18
192026928,ZH,5,Hedingen,CH267762567954,0,390,,,,,2676122,1238524,904,1008,1020,1110,,,,,108,420,961,869,3,1,,0,200,7410,7501,857,2023-08-17,7400,7500,857,2023-08-17,7610,7501,857,2023-08-17,7600,7500,857,2023-08-17,2025-10-18
192051975,ZH,5,Hedingen,CH375677796228,0,391,,,,,2676110.19,1238523.497,901,1003,1020,1110,,,,,228,1240,961,869,2,1,,0,228,7411,7511,869,2024-03-18,7400,7500,860,2024-03-18,7610,7511,869,2024-03-18,7600,7500,860,2024-03-18,2025-10-18
192051977,ZH,5,Hedingen,CH267762567954,0,390,,,,,2676118.891,1238524.254,901,1003,1020,1110,,,,,231,1240,961,869,2,1,,0,231,7411,7511,869,2024-03-18,7400,7500,860,2024-03-18,7699,7511,869,2024-03-18,7600,7500,860,2024-03-18,2025-10-18
192060888,ZH,5,Hedingen,CH175677776205,0,39,,,,,2676357.72,1239181.9,904,1003,1060,1242,,,,,68,113,969,869,1,,,0,,7400,7500,869,2024-07-02,7400,7500,869,2024-07-02,7600,7500,869,2024-07-02,7600,7500,869,2024-07-02,2025-10-18
192067397,ZH,5,Hedingen,CH387062567749,0,637,,,,,2676310.084,1239400.332,904,1003,1020,1122,,,,,156,2660,961,859,3,3,,0,156,7410,7501,869,2024-09-16,7400,7500,860,2024-09-16,7610,7501,869,2024-09-16,7600,7500,860,2024-09-16,2025-10-18
192073740,ZH,5,Hedingen,CH796277765668,0,1657,,,,Carport,2675864,1239321,904,1003,1060,1275,,,,,450,2200,969,878,1,,,0,5,7400,7500,869,2024-11-07,7400,7500,860,2024-11-07,7600,7500,869,2024-11-07,7600,7500,860,2024-11-07,2025-10-18
192077408,ZH,5,Hedingen,,0,2405,,,,Raucherbox,2676025,1239169,904,1001,1060,1274,,,,,8,20,969,869,1,,,0,5,7400,7500,869,2024-12-06,7400,7500,869,2024-12-06,7600,7500,869,2024-12-06,7600,7500,869,2024-12-06,2025-10-18
192083539,ZH,5,Hedingen,,0,1292,,,Al,,2676459,1238590,904,1002,1020,1122,,,,,351,2718,961,857,3,13,,0,351,7410,7501,869,2025-02-26,7400,7500,869,2025-02-26,7610,7501,869,2025-02-26,7600,7500,869,2025-02-26,2025-10-18
192092437,ZH,5,Hedingen,CH227779625636,0,372,,,,,2676651.161,1238246.22,904,1001,1020,1122,,,,,407,2020,969,859,3,7,,0,407,7410,7501,869,2025-07-07,7400,7500,869,2025-07-07,7610,7501,869,2025-07-07,7600,7500,869,2025-07-07,2025-10-18
192092479,ZH,5,Hedingen,CH967762567415,0,1265,,,1265,,2676418.966,1238511.025,904,1001,1020,1122,,,,,373,4394,969,859,4,10,,0,373,7410,7501,869,2025-07-07,7400,7500,859,2025-07-07,7610,7501,869,2025-07-07,7600,7500,859,2025-07-07,2025-10-18
192094877,ZH,5,Hedingen,CH107756816285,0,2221,,,,,2675967,1239154,904,1001,1060,1274,,,,,7,17,961,869,1,,,0,7,7400,7500,869,2025-08-06,7400,7500,869,2025-08-06,7600,7500,869,2025-08-06,7600,7500,869,2025-08-06,2025-10-18
192098318,ZH,5,Hedingen,CH475677796291,0,n.v.,,,54.1,Geräteraum,2676168.25,1238580.75,904,1004,1060,1274,,,,,15,,,,,,,0,,,,,,,,,,,,,,,,,,2025-10-18
210232060,ZH,5,Hedingen,CH467762567389,0,1197,,,n.n,,2676525.822,1239351.689,901,1004,1060,1274,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232061,ZH,5,Hedingen,CH657862775629,0,251,,,n.n,,2676711.428,1238622.425,901,1004,1060,1274,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232062,ZH,5,Hedingen,CH307756776229,0,77,,,n.n,,2676437.588,1239562.726,901,1004,1060,1274,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232063,ZH,5,Hedingen,CH127789625677,0,2032,,,n.n,,2676069.665,1239238.171,901,1007,1060,1274,,,,2023,34,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232064,ZH,5,Hedingen,CH596277705657,0,676,,,n.n,,2676220.695,1239282.138,901,1004,1060,1274,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232065,ZH,5,Hedingen,CH307756896290,0,2051,,,n.n,,2675982.877,1239048.175,901,1004,1060,1274,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232066,ZH,5,Hedingen,CH927787625617,0,1765,,,n.n,,2676181.875,1239095.5,901,1004,1060,1274,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232067,ZH,5,Hedingen,CH257562775652,0,1498,,,n.n,,2676671.713,1239358.445,901,1004,1060,1274,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232068,ZH,5,Hedingen,CH567762568840,0,1497,,,n.n,,2676653.845,1239383.562,901,1004,1060,1274,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232070,ZH,5,Hedingen,CH845662777238,0,986,,,n.n,,2675701.497,1239275.873,901,1004,1060,1274,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232071,ZH,5,Hedingen,CH227771625611,0,835,,,n.n,,2676555.042,1239888.543,901,1004,1060,1274,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232072,ZH,5,Hedingen,CH227776625663,0,2505,,,n.n,,2676561.635,1238579.345,901,1004,1060,1274,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232073,ZH,5,Hedingen,CH127789625677,0,2032,,,n.n,,2676093.805,1239216.391,901,1007,1060,1274,,,,2023,26,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232074,ZH,5,Hedingen,CH907756766222,0,1610,,,n.n,,2676649.702,1238172.736,901,1004,1060,1274,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232075,ZH,5,Hedingen,CH587062567778,0,675,,,n.n,,2676222.235,1239277.002,901,1004,1060,1274,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232076,ZH,5,Hedingen,CH327789625609,0,2053,,,n.n,,2676002.721,1239044.338,901,1004,1060,1274,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232077,ZH,5,Hedingen,CH507756836240,0,2600,,,n.n,,2676643.507,1238844.352,901,1004,1060,1274,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232078,ZH,5,Hedingen,CH267762567063,0,635,,,n.n,,2676299.93,1239434.561,901,1004,1060,1274,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232079,ZH,5,Hedingen,CH615678627751,0,245,,,n.n,,2676697.827,1238710.789,901,1004,1060,1274,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232080,ZH,5,Hedingen,CH896277795625,0,273,,,n.n,,2676536.787,1238798.55,901,1004,1060,1274,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232081,ZH,5,Hedingen,CH336277568146,0,2283,,,n.n,,2676667.337,1240272.305,901,1004,1060,1271,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232082,ZH,5,Hedingen,CH615677627760,0,115,,,n.n,,2676616.554,1239223.141,909,1007,1060,1274,,,,2024,21,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232083,ZH,5,Hedingen,CH287762567788,0,62,,,n.n,,2676496.66,1239346.468,901,1004,1060,1274,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232084,ZH,5,Hedingen,CH896277715649,0,749,,,n.n,,2676268.467,1239464.387,901,1007,1060,1274,,,,2022,20,,,,,,,,,,,,,,,,,7600,7500,859,2022-06-30,7600,7500,859,2022-06-30,2025-10-18
210232085,ZH,5,Hedingen,CH515687627704,0,1854,,,n.n,,2676499.958,1238450.177,901,1004,1060,1274,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232086,ZH,5,Hedingen,CH836277567972,0,278,,,n.n,,2676454.891,1238737.592,901,1004,1060,1274,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232087,ZH,5,Hedingen,CH775677826277,0,2418,,,n.n,,2676532.664,1238878.562,901,1004,1060,1274,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232088,ZH,5,Hedingen,CH187462567709,0,1276,,,n.n,,2676527.156,1238585.409,901,1004,1060,1274,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232089,ZH,5,Hedingen,CH696277745611,0,1368,,,n.n,,2676180.784,1238959.998,901,1004,1060,1274,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232090,ZH,5,Hedingen,CH515677627794,0,102,,,n.n,,2676613.153,1239306.418,901,1004,1060,1274,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232092,ZH,5,Hedingen,CH457362775638,0,1196,,,n.n,,2676546.171,1239371.796,901,1004,1060,1274,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232093,ZH,5,Hedingen,CH757962775665,0,269,,,n.n,,2676445.619,1238785.354,901,1004,1060,1274,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232094,ZH,5,Hedingen,CH727771625635,0,734,,,n.n,,2676037.55,1239657.524,901,1004,1060,1274,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232095,ZH,5,Hedingen,CH415670627794,0,665,,,n.n,,2676285.087,1239253.15,901,1004,1060,1274,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232096,ZH,5,Hedingen,CH187662567752,0,1620,,,n.n,,2676158.227,1239655.966,901,1004,1060,1274,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232097,ZH,5,Hedingen,CH796277765668,0,1657,,,n.n,,2675842.054,1239361.511,901,1004,1060,1274,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232098,ZH,5,Hedingen,CH167762567691,0,1628,,,n.n,,2676186.84,1239625.409,901,1004,1060,1274,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232099,ZH,5,Hedingen,CH757662775649,0,1590,,,n.n,,2676262.553,1239333.576,901,1004,1060,1274,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232100,ZH,5,Hedingen,CH927771625664,0,771,,,n.n,,2676364.205,1239633.631,901,1004,1060,1274,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232101,ZH,5,Hedingen,CH945662778786,0,1771,,,n.n,,2676039.421,1239063.13,901,1004,1060,1274,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232102,ZH,5,Hedingen,CH836277568962,0,2271,,,n.n,,2676514.72,1238535.233,901,1004,1060,1274,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232103,ZH,5,Hedingen,CH507756706279,0,677,,,n.n,,2676186.338,1239311.24,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232104,ZH,5,Hedingen,CH845662778921,0,2464,,,n.n,,2676159.775,1239414.427,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232105,ZH,5,Hedingen,CH837777468183,0,2665,,,n.n,,2677964.325,1239502.085,901,1004,1060,1271,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232106,ZH,5,Hedingen,CH207756726278,0,1057,,,n.n,,2676992.993,1238732.906,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232107,ZH,5,Hedingen,CH275677766271,0,1629,,,n.n,,2676210.825,1239602.381,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232108,ZH,5,Hedingen,CH115676627745,0,1623,,,n.n,,2676177.664,1239634.249,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232109,ZH,5,Hedingen,CH236277568972,0,2045,,,n.n,,2676249.301,1238692.211,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232110,ZH,5,Hedingen,CH407756776292,0,88,,,n.n,,2676507.398,1239494.359,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232111,ZH,5,Hedingen,CH227776625663,0,2505,,,n.n,,2676560.562,1238588.551,901,1004,1060,1274,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232112,ZH,5,Hedingen,CH827771625601,0,760,,,n.n,,2676276.813,1239689.114,901,1004,1060,1274,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232113,ZH,5,Hedingen,CH936277568037,0,2136,,,n.n,,2675368.456,1239312.279,901,1004,1060,1274,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232114,ZH,5,Hedingen,CH396277775607,0,76,,,n.n,,2676432.983,1239537.766,901,1004,1060,1274,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232116,ZH,5,Hedingen,CH288462567793,0,2568,,,n.n,,2675663.73,1239284.907,901,1004,1060,1274,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232117,ZH,5,Hedingen,CH875677766261,0,2548,,,n.n,,2676317.399,1239222.712,901,1004,1060,1274,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232118,ZH,5,Hedingen,CH987162567712,0,766,,,n.n,,2676293.247,1239646.999,901,1004,1060,1274,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232119,ZH,5,Hedingen,CH227775625672,0,1490,,,n.n,,2676442.457,1238377.562,901,1004,1060,1274,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232120,ZH,5,Hedingen,CH858162775674,0,2269,,,n.n,,2676586.335,1239051.709,901,1004,1060,1271,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232121,ZH,5,Hedingen,CH588262567745,0,2425,,,n.n,,2676026.167,1239121.245,901,1004,1060,1274,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232122,ZH,5,Hedingen,CH387862567727,0,182,,,n.n,,2676590.044,1239059.962,901,1004,1060,1274,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232124,ZH,5,Hedingen,CH487662567747,0,1673,,,n.n,,2676018.413,1238451.117,901,1004,1060,1274,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232125,ZH,5,Hedingen,CH145662777876,0,164,,,n.n,,2676551.062,1239166.023,901,1004,1060,1274,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232126,ZH,5,Hedingen,CH845662778030,0,2126,,,n.n,,2676177.381,1239450.222,901,1004,1060,1274,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232127,ZH,5,Hedingen,CH536277567086,0,2646,,,n.n,,2676221.824,1239184.512,901,1004,1060,1274,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232128,ZH,5,Hedingen,CH815670627755,0,552,,,n.n,,2676427.013,1239039.799,901,1004,1060,1274,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232129,ZH,5,Hedingen,CH545662777441,0,1361,,,n.n,,2676484.612,1238609.417,901,1004,1060,1274,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232130,ZH,5,Hedingen,CH287462567772,0,1298,,,n.n,,2676204.621,1238745.079,901,1004,1060,1274,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232131,ZH,5,Hedingen,CH415677627731,0,89,,,n.n,,2676513.131,1239494.943,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232132,ZH,5,Hedingen,CH367762567623,0,2497,,,n.n,,2675990.844,1239087.292,901,1007,1060,1274,,,,2020,203,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232133,ZH,5,Hedingen,CH327777625620,0,79,,,n.n,,2676467.348,1239536.395,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232134,ZH,5,Hedingen,CH327787625627,0,1809,,,n.n,,2675917.011,1239312.291,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232135,ZH,5,Hedingen,CH896277845610,0,2629,,,n.n,,2676848.652,1239533.828,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232136,ZH,5,Hedingen,CH396277785604,0,183,,,n.n,,2676623.527,1239066.999,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232137,ZH,5,Hedingen,CH287562567745,0,1486,,,n.n,,2676436.967,1238416.276,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232138,ZH,5,Hedingen,CH415677627731,0,89,,,n.n,,2676508.923,1239492.442,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232139,ZH,5,Hedingen,CH967762567415,0,1265,,,n.n,,2676401.152,1238514.707,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232140,ZH,5,Hedingen,CH407756766295,0,1677,,,n.n,,2676491.712,1239109.737,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232144,ZH,5,Hedingen,CH487662567747,0,1673,,,n.n,,2676004.326,1238491.274,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232145,ZH,5,Hedingen,CH436277568706,0,1837,,,n.n,,2676277.231,1238977.057,901,1004,1060,1274,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232147,ZH,5,Hedingen,CH815683627735,0,2447,,,n.n,,2676618.159,1238664.155,901,1004,1060,1274,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232148,ZH,5,Hedingen,CH127774625618,0,1284,,,n.n,,2676619.095,1239462.938,901,1004,1060,1274,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232149,ZH,5,Hedingen,CH667762567420,0,1387,,,n.n,,2676480.035,1238641.187,901,1004,1060,1274,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232156,ZH,5,Hedingen,CH945662778093,0,2137,,,n.n,,2675355.578,1239327.833,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232157,ZH,5,Hedingen,CH575677836245,0,2597,,,n.n,,2676228.834,1238611.303,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232163,ZH,5,Hedingen,CH875677766261,0,2548,,,n.n,,2676324.18,1239209.962,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232166,ZH,5,Hedingen,CH627770625678,0,703,,,n.n,,2676283.965,1239100.082,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232169,ZH,5,Hedingen,CH357962775607,0,405,,,n.n,,2676166.821,1238585.752,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232170,ZH,5,Hedingen,CH467762568775,0,688,,,n.n,,2676331.87,1239153.531,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232171,ZH,5,Hedingen,CH837777468183,0,2665,,,n.n,,2678003.234,1239510.395,901,1004,1060,1271,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232172,ZH,5,Hedingen,CH567762567949,0,491,,,n.n,,2676300.382,1239059.586,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232173,ZH,5,Hedingen,CH275677746277,0,1297,,,n.n,,2676208.373,1238768.212,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232174,ZH,5,Hedingen,CH745662778163,0,2253,,,n.n,,2676116.736,1239544.677,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232175,ZH,5,Hedingen,CH736277568107,0,2252,,,n.n,,2676124.828,1239538.69,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232176,ZH,5,Hedingen,CH867762568043,0,2129,,,n.n,,2676202.128,1239466.151,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232177,ZH,5,Hedingen,CH236277567487,0,1303,,,n.n,,2676539.771,1239153.297,901,1004,1060,1274,,,,,7,,,,,,,,,7400,7500,859,2022-06-27,7400,7500,859,2022-06-27,7600,7500,859,2022-06-27,7600,7500,859,2022-06-27,2025-10-18
210232178,ZH,5,Hedingen,CH536277568769,0,1856,,,n.n,,2676563.969,1238439,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232179,ZH,5,Hedingen,CH758862775616,0,1891,,,n.n,,2676676.404,1239218.184,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210232182,ZH,5,Hedingen,CH275677806259,0,2162,,,n.n,,2676372.886,1239112.379,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
