EGID,GDEKT,GGDENR,GGDENAME,EGRID,LGBKR,LPARZ,LPARZSX,LTYP,GEBNR,GBEZ,GKODE,GKODN,GKSCE,GSTAT,GKAT,GKLAS,GBAUJ,GBAUM,GBAUP,GABBJ,GAREA,GVOL,GVOLNORM,GVOLSCE,GASTW,GANZWHG,GAZZI,GSCHUTZR,GEBF,GWAERZH1,GENH1,GWAERSCEH1,GWAERDATH1,GWAERZH2,GENH2,GWAERSCEH2,GWAERDATH2,GWAERZW1,GENW1,GWAERSCEW1,GWAERDATW1,GWAERZW2,GENW2,GWAERSCEW2,GWAERDATW2,GEXPDAT
863,ZH,2,Affoltern am Albis,,0,99999,,,,,2676680.813,1236919.854,909,1007,1020,1122,,,8014,1999,,,,,3,6,,,,7430,7530,869,2001-11-29,,,,,7630,7530,869,2001-11-29,,,,,2025-10-18
878,ZH,2,Affoltern am Albis,,0,99999,,,,,2676714.157,1237084.236,909,1007,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
879,ZH,2,Affoltern am Albis,,0,99999,,,,,2676714.157,1237084.236,909,1007,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
880,ZH,2,Affoltern am Albis,,0,99999,,,,,2676714.157,1237084.236,909,1007,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
881,ZH,2,Affoltern am Albis,,0,99999,,,,,2676714.157,1237084.236,909,1007,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
882,ZH,2,Affoltern am Albis,,0,99999,,,,,2676714.157,1237084.236,909,1007,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
883,ZH,2,Affoltern am Albis,,0,99999,,,,,2676714.157,1237084.236,909,1007,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
884,ZH,2,Affoltern am Albis,,0,99999,,,,,2676714.157,1237084.236,909,1007,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
885,ZH,2,Affoltern am Albis,,0,99999,,,,,2676100.815,1235899.857,909,1007,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
909,ZH,2,Affoltern am Albis,,0,5154,,,26,,2676266.309,1236465.099,909,1007,1020,1110,,,8012,1999,,,,,2,1,,,,7430,7530,869,2001-11-29,,,,,7630,7530,869,2001-11-29,,,,,2025-10-18
951,ZH,2,Affoltern am Albis,,0,1217,,,65,,2676490.813,1236709.856,909,1007,1030,1121,,,8011,1999,,,,,2,2,,,,7430,7530,860,2001-11-29,,,,,7650,7560,860,2001-11-29,7600,7500,860,2001-11-29,2025-10-18
981,ZH,2,Affoltern am Albis,,0,4919,,,432,,2676671.019,1236793.378,909,1007,1020,1110,,,8011,1999,,,,,2,1,,,,7436,7599,869,2001-11-29,,,,,7600,7500,859,2014-03-18,7600,7500,859,2014-03-18,2025-10-18
1600795,ZH,3,Bonstetten,,0,1153,,,226,,2677459.844,1240946.798,909,1007,1020,1110,,,8013,1999,,,,,2,1,,,,7431,7530,869,2001-11-29,,,,,7650,7560,869,2001-11-29,,,,,2025-10-18
1600893,ZH,3,Bonstetten,,0,2233,,,322,,2677707.711,1240890.372,909,1007,1020,1121,,,8012,1999,,,,,2,2,,,,7430,7540,869,2001-11-29,,,,,7650,7560,869,2001-11-29,,,,,2025-10-18
191926703,ZH,3,Bonstetten,CH727774439427,0,1397,,,,,2678116.052,1241951.811,901,1003,1060,1263,,,,,1037,400,962,869,4,,,0,300,7460,7580,869,2021-03-01,7400,7500,869,2021-03-01,7630,7540,869,2021-03-01,7600,7500,869,2021-03-01,2025-10-18
191958994,ZH,3,Bonstetten,,0,390,,,,,2678139,1240409,904,1008,1060,1271,,,,,,,,,1,,,0,,7400,7500,852,2021-08-02,7400,7500,852,2021-08-02,7600,7500,852,2021-08-02,7600,7500,852,2021-08-02,2025-10-18
191958995,ZH,3,Bonstetten,,0,390,,,,,2678122,1240443,904,1008,1060,1271,,,,,,,,,1,,,0,,7400,7500,852,2021-08-02,7400,7500,852,2021-08-02,7600,7500,852,2021-08-02,7600,7500,852,2021-08-02,2025-10-18
191965709,ZH,3,Bonstetten,CH949443778014,0,3102,,,ImWolfen17,,2678388,1241235,905,1001,1020,1110,,,,,89,,,,2,1,8,,,7410,7598,869,2021-11-03,,,,,7610,7598,869,2021-11-03,,,,,2025-10-18
191965716,ZH,3,Bonstetten,,0,3101,,,ImWolfen19,,2678387,1241246,905,1001,1020,1110,,,,,214,,,,2,1,6,,,7410,7598,869,2021-11-03,,,,,7610,7598,869,2021-11-03,,,,,2025-10-18
192012884,ZH,3,Bonstetten,CH219473437739,0,1269,,,,,2678009.102,1242007.484,901,1003,1020,1122,,,,,374,5069,962,869,3,7,,0,1037,7460,7581,869,2023-03-24,7400,7500,869,2023-03-24,7660,7581,869,2023-03-24,7600,7500,869,2023-03-24,2025-10-18
192033926,ZH,3,Bonstetten,,0,2282,,,,,2678402.526,1241243.56,904,1001,1020,1110,,,,,268,827,962,869,3,1,6,0,180,7410,7511,869,2023-10-05,7400,7500,869,2023-10-05,7610,7511,869,2023-10-05,7600,7500,869,2023-10-05,2025-10-18
192033927,ZH,3,Bonstetten,,0,2282,,,,,2678402.526,1241243.56,904,1001,1020,1110,,,,,303,941,962,869,3,1,6,0,211,7410,7511,869,2023-10-05,7400,7500,869,2023-10-05,7610,7511,869,2023-10-05,7600,7500,869,2023-10-05,2025-10-18
192033934,ZH,3,Bonstetten,CH358443779405,0,3119,,,,,2677844.471,1241877.536,901,1001,1060,1220,,,,,598,,,,1,,,0,,7411,7511,869,2023-10-05,7400,7500,869,2023-10-05,7610,7511,869,2023-10-05,7600,7500,869,2023-10-05,2025-10-18
192033935,ZH,3,Bonstetten,CH358443779405,0,3119,,,,,2677829.072,1241879.256,901,1001,1060,1220,,,,,507,,,,5,,,0,,7411,7511,869,2023-10-05,7400,7500,869,2023-10-05,7610,7511,869,2023-10-05,7600,7500,869,2023-10-05,2025-10-18
192033936,ZH,3,Bonstetten,CH358443779405,0,3119,,,,,2677835.254,1241845.16,901,1001,1060,1220,,,,,680,,,,4,,,0,,7411,7511,869,2023-10-05,7400,7500,869,2023-10-05,7610,7511,869,2023-10-05,7600,7500,869,2023-10-05,2025-10-18
192034154,ZH,3,Bonstetten,,0,2418,,,,,2677677,1240822,904,1003,1060,1278,,,,,56,48,969,869,1,,,0,,7400,7500,869,2023-10-09,7400,7500,869,2023-10-09,7600,7500,869,2023-10-09,7600,7500,869,2023-10-09,2025-10-18
192050298,ZH,3,Bonstetten,CH727774439427,0,1397,,,1516,Überdachung Wegverbindung,2678121,1241962,904,1001,1080,1274,,,,,,,,,1,,,0,,7400,7500,869,2024-03-05,7400,7500,869,2024-03-05,7600,7500,869,2024-03-05,7600,7500,869,2024-03-05,2025-10-18
192059762,ZH,3,Bonstetten,CH194377829450,0,2645,,,,,2677860.473,1241155.306,901,1002,1020,1122,,,,,256,3175,969,869,4,6,,0,700,7410,7511,869,2024-06-17,7400,7500,869,2024-06-17,7610,7511,869,2024-06-17,7600,7500,869,2024-06-17,2025-10-18
192085002,ZH,3,Bonstetten,,0,663,,,,,2677216,1241743,904,1003,1060,1278,,,,,123,504,969,869,1,,,0,,7400,7500,869,2025-03-18,7400,7500,869,2025-03-18,7600,7500,869,2025-03-18,7600,7500,869,2025-03-18,2025-10-18
192086855,ZH,3,Bonstetten,CH207794884395,0,2176,,,,,2677636,1241082,904,1002,1020,1122,,,,,,1603,969,869,4,3,,0,433,7410,7511,869,2025-03-10,7400,7500,869,2025-03-10,7610,7511,869,2025-03-10,7600,7500,869,2025-03-10,2025-10-18
192087113,ZH,3,Bonstetten,,0,3099,,,,,2677986,1240767,904,1001,1020,1121,,,,,90,623,962,869,2,2,2,0,,7410,7511,869,2025-02-06,7400,7500,869,2025-02-06,7699,7599,869,2025-02-06,7600,7500,869,2025-02-06,2025-10-18
192090708,ZH,3,Bonstetten,,0,2905,,,,WC-Häuschen,2677830,1242200,904,1001,1080,1274,,,,,7,19,969,869,1,,,0,,7400,7500,869,2025-06-11,7400,7500,869,2025-06-11,7600,7500,869,2025-06-11,7600,7500,869,2025-06-11,2025-10-18
192091243,ZH,3,Bonstetten,,0,3007,,,,,2678211,1242138,904,1001,1020,1110,,,,,60,,,,4,1,,0,,7410,7501,869,2025-06-20,7400,7500,869,2025-06-20,7610,7501,869,2025-06-20,7600,7500,869,2025-06-20,2025-10-18
192091349,ZH,3,Bonstetten,CH849443778444,0,2279,,,,Velounterstand,2677909,1240797,904,1001,1080,1242,,,,,7,,,,1,,,0,,7400,7500,869,2025-06-24,7400,7500,869,2025-06-24,7600,7500,869,2025-06-24,7600,7500,869,2025-06-24,2025-10-18
210204960,ZH,3,Bonstetten,CH594377809417,0,2392,,,n.v.,Zisterne,2677855.806,1241186.291,901,1004,1080,1252,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210204972,ZH,3,Bonstetten,CH358543779475,0,2947,,,n.v.,Zisterne,2677201.557,1241167.343,901,1004,1080,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210204973,ZH,3,Bonstetten,CH649443777128,0,982,,,n.v.,Litfasssäule,2676979.793,1242027.525,901,1004,1060,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210204974,ZH,3,Bonstetten,CH119473437773,0,2602,,,n.v.,Zisterne,2677971.558,1242043.121,901,1004,1080,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227608,ZH,3,Bonstetten,CH179477784362,0,390,,,n.n,,2677984.993,1240547.325,901,1004,1060,1271,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227609,ZH,3,Bonstetten,CH157643779495,0,1825,,,n.n,,2678774.871,1240506.155,901,1004,1060,1271,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227610,ZH,3,Bonstetten,CH157643779495,0,1825,,,n.n,,2678762.959,1240510.192,901,1004,1060,1271,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227611,ZH,3,Bonstetten,CH527787439475,0,2080,,,n.n,,2678095.134,1241008.897,901,1004,1060,1274,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227612,ZH,3,Bonstetten,CH734377947821,0,304,,,n.n,,2678579.615,1242001.54,901,1004,1060,1274,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227613,ZH,3,Bonstetten,CH434377947628,0,1881,,,n.n,,2676497.339,1242070.826,901,1004,1060,1271,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227614,ZH,3,Bonstetten,CH779477884322,0,2098,,,n.n,,2676713.038,1241298.314,901,1004,1060,1274,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227615,ZH,3,Bonstetten,CH379477854370,0,3061,,,1036,,2678069.238,1241101.941,901,1004,1060,1274,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227616,ZH,3,Bonstetten,CH867743948496,0,2750,,,n.n,,2677170.676,1242365.033,901,1007,1060,1274,,,,2024,42,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227617,ZH,3,Bonstetten,CH527787439475,0,2080,,,n.v.,,2678081.876,1241072.326,901,1004,1060,1274,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227618,ZH,3,Bonstetten,CH788643947723,0,2961,,,n.n,,2676937.16,1241607.266,901,1004,1060,1271,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227619,ZH,3,Bonstetten,CH307794774394,0,2312,,,n.n,,2676287.4,1241234.88,901,1004,1060,1271,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227620,ZH,3,Bonstetten,CH849443777157,0,765,,,n.n,,2678301.97,1239375.232,901,1004,1060,1274,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227621,ZH,3,Bonstetten,CH758543779436,0,2931,,,n.n,,2677416.05,1241498.588,901,1004,1060,1274,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227622,ZH,3,Bonstetten,CH527787439475,0,2080,,,n.v.,,2678086.396,1241040.969,901,1004,1060,1274,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227623,ZH,3,Bonstetten,CH527787439475,0,2080,,,n.v.,,2678083.388,1241059.473,901,1004,1060,1274,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227624,ZH,3,Bonstetten,CH527787439475,0,2080,,,n.v.,,2678088.462,1241028.189,901,1004,1060,1274,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227625,ZH,3,Bonstetten,CH907794824369,0,2649,,,n.n,,2677794.479,1240856.261,901,1004,1060,1274,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227626,ZH,3,Bonstetten,CH307794704318,0,682,,,n.n,,2675975.246,1241279.083,901,1004,1060,1271,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227627,ZH,3,Bonstetten,CH734377948712,0,1938,,,n.n,,2677310.126,1241129.262,901,1004,1060,1274,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227628,ZH,3,Bonstetten,CH388443947719,0,2900,,,n.n,,2678091.921,1241292.306,901,1004,1060,1271,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227629,ZH,3,Bonstetten,CH307794774394,0,2312,,,n.n,,2676271.67,1241226.427,901,1004,1060,1274,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227630,ZH,3,Bonstetten,CH519471437752,0,2904,,,n.n,,2677875.685,1242348.225,901,1004,1060,1274,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227631,ZH,3,Bonstetten,CH557443779413,0,1575,,,n.n,,2677421.576,1240885.171,901,1004,1060,1274,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227632,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678187.97,1242382.212,901,1004,1060,1274,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227633,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678195.961,1242381.708,901,1004,1060,1274,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227634,ZH,3,Bonstetten,CH419478437723,0,442,,,n.n,,2677316.15,1242620.026,901,1004,1060,1274,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227635,ZH,3,Bonstetten,CH719478437718,0,294,,,n.n,,2677850.11,1240941.311,901,1004,1060,1274,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227636,ZH,3,Bonstetten,CH507794714344,0,924,,,n.n,,2677936.655,1242346.216,901,1004,1060,1274,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227637,ZH,3,Bonstetten,CH587243947781,0,1168,,,n.n,,2678343.021,1241055.295,901,1004,1060,1274,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227638,ZH,3,Bonstetten,CH957743779487,0,87,,,n.n,,2678120.416,1242082.41,901,1004,1060,1274,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227639,ZH,3,Bonstetten,CH349443777133,0,894,,,n.n,,2677065.873,1242668.951,901,1004,1060,1271,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227640,ZH,3,Bonstetten,CH207794734343,0,1268,,,n.n,,2678002.044,1242036.741,901,1004,1060,1274,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227641,ZH,3,Bonstetten,CH507794834308,0,2905,,,n.n,Wartesaal SBB,2677819.576,1242249.619,901,1004,1080,1241,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227642,ZH,3,Bonstetten,CH507794834308,0,2905,,,n.n,Wartehalle SBB,2677836.758,1242254.518,901,1004,1080,1241,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227643,ZH,3,Bonstetten,CH279477834313,0,2768,,,n.n,,2678335.632,1240608.362,901,1004,1060,1271,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227644,ZH,3,Bonstetten,CH727788439495,0,2103,,,n.n,,2678536.525,1241025.975,901,1004,1060,1274,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227645,ZH,3,Bonstetten,CH207794734343,0,1268,,,n.n,,2677992.356,1242044.822,901,1004,1060,1274,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227646,ZH,3,Bonstetten,CH567743948008,0,2615,,,n.n,,2677477.467,1240510.968,901,1004,1060,1274,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227647,ZH,3,Bonstetten,CH807794774321,0,64,,,n.n,,2678238.301,1242310.462,901,1004,1060,1274,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227648,ZH,3,Bonstetten,CH367743948076,0,2374,,,n.n,,2678328.132,1240764.449,901,1004,1060,1274,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227649,ZH,3,Bonstetten,CH507794814314,0,244,,,n.n,,2678024.641,1240958.782,901,1004,1060,1274,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227650,ZH,3,Bonstetten,CH749443777785,0,38,,,n.n,,2678062.546,1242270.681,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227651,ZH,3,Bonstetten,CH527782439423,0,2701,,,n.n,,2678008.53,1240666.886,901,1004,1060,1274,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227652,ZH,3,Bonstetten,CH467743947448,0,1527,,,n.n,,2678375.442,1242090.732,901,1004,1060,1274,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227653,ZH,3,Bonstetten,CH994377779484,0,74,,,n.n,,2678262.968,1242265.674,901,1004,1060,1274,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227654,ZH,3,Bonstetten,CH519470437761,0,719,,,n.n,,2676103.99,1241462.418,901,1004,1060,1271,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227655,ZH,3,Bonstetten,CH594377829411,0,2698,,,n.n,,2677963.332,1240662.504,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227656,ZH,3,Bonstetten,CH219480437773,0,2364,,,n.n,,2677713.285,1240687.166,901,1004,1060,1274,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227657,ZH,3,Bonstetten,CH994377779484,0,74,,,n.n,,2678244.169,1242266.06,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227658,ZH,3,Bonstetten,CH787243947713,0,2319,,,n.n,,2678461.676,1241363.235,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227659,ZH,3,Bonstetten,CH619480437734,0,2410,,,n.n,,2678446.519,1240923.922,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227660,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678141.199,1242317.762,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227661,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678109.836,1242283.487,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227662,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678107.365,1242286.762,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227663,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678167.185,1242312.097,901,1004,1060,1274,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227665,ZH,3,Bonstetten,CH367743947581,0,1692,,,n.n,,2678314.245,1240827.725,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227666,ZH,3,Bonstetten,CH319487437773,0,2030,,,n.n,,2678597.021,1240584.555,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227667,ZH,3,Bonstetten,CH134377947732,0,103,,,n.n,,2678244.448,1241906.222,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227668,ZH,3,Bonstetten,CH479477894324,0,2964,,,n.n,,2678001.199,1241022.429,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227669,ZH,3,Bonstetten,CH794377769458,0,1749,,,n.n,,2677379.868,1240981.251,901,1004,1060,1271,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227670,ZH,3,Bonstetten,CH807794724336,0,1031,,,n.n,,2677522.184,1241091.971,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227671,ZH,3,Bonstetten,CH519471437752,0,2904,,,n.n,,2677856.809,1242357.108,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227672,ZH,3,Bonstetten,CH394377799488,0,569,,,n.n,,2677005.547,1242439.195,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227673,ZH,3,Bonstetten,CH879477724336,0,1017,,,n.n,,2678625.957,1240569.227,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227674,ZH,3,Bonstetten,CH219486437719,0,2171,,,n.n,,2677442.58,1240954.851,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227675,ZH,3,Bonstetten,CH479477884327,0,2201,,,n.n,,2678088.441,1242227.465,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227676,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678113.262,1242321.878,901,1004,1060,1274,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227677,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678194.643,1242341.752,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227678,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678191.556,1242314.517,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227679,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678112.37,1242307.754,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227680,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678115.476,1242344.928,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227681,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678131.742,1242284.988,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227682,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678145.991,1242284.075,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227683,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678143.655,1242345.466,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227684,ZH,3,Bonstetten,CH388843947708,0,2190,,,n.n,,2678116.33,1242358.39,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227685,ZH,3,Bonstetten,CH734377948712,0,1938,,,n.n,,2677290.996,1241117.129,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227686,ZH,3,Bonstetten,CH719482437779,0,2556,,,n.n,,2678321.785,1242050.079,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227687,ZH,3,Bonstetten,CH979477744393,0,1432,,,n.n,,2678412.087,1242256.258,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227688,ZH,3,Bonstetten,CH467743947646,0,1886,,,n.n,,2678180.397,1241817.644,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227689,ZH,3,Bonstetten,CH587743947743,0,213,,,n.n,,2677804.478,1241004.573,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227690,ZH,3,Bonstetten,CH707794834337,0,2728,,,n.n,,2677938.019,1240684.261,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227691,ZH,3,Bonstetten,CH349443778123,0,2514,,,n.n,,2677733.067,1240725.308,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227692,ZH,3,Bonstetten,CH527775439486,0,1713,,,n.n,,2677339.247,1241101.922,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227693,ZH,3,Bonstetten,CH979477754390,0,1631,,,n.n,,2677391.157,1241106.511,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227694,ZH,3,Bonstetten,CH319488437764,0,2193,,,n.n,,2678038.457,1242247.724,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227695,ZH,3,Bonstetten,CH627771439488,0,979,,,n.n,,2678239.97,1241263.209,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227696,ZH,3,Bonstetten,CH357943779443,0,575,,,n.n,,2676997.6,1242356.685,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227697,ZH,3,Bonstetten,CH887443947722,0,1416,,,n.n,,2678439.573,1242249.692,901,1004,1060,1274,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227699,ZH,3,Bonstetten,CH119479437719,0,544,,,80,,2676524.97,1241051.919,901,1004,1060,1274,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227701,ZH,3,Bonstetten,CH379477854370,0,3061,,,1037,unterirdisches Gebäude,2678064.998,1241127.681,901,1004,1080,1274,,,,,2107,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210227702,ZH,3,Bonstetten,CH767743947839,0,2480,,,1193,unterirdisches Gebäude,2677428.498,1241092.042,901,1004,1080,1274,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-18
210280566,ZH,3,Bonstetten,CH367743948769,0,2061,,,1502,,2677933.217,1242114.066,901,1003,1030,1121,,,,,411,300,962,869,3,2,,0,200,7411,7511,869,2020-01-09,7400,7500,869,2020-01-09,7610,7511,869,2020-01-09,7600,7500,869,2020-01-09,2025-10-18
191953879,ZH,4,Hausen am Albis,,0,3656,,,n.v.,Carport,2682617,1233722,905,1004,1060,1242,,,,,30,,,,1,,,0,,7400,7500,869,2021-06-04,7400,7500,869,2021-06-04,7600,7500,869,2021-06-04,7600,7500,869,2021-06-04,2025-10-18
